review,labels
i was disappointed at how much these sheets wrinkle in the dryer i have purchased more reasonably priced bed sheets that were of better quality at half the price of what these were i bought them because i liked the color and the red is a very pretty bright color i would not recommend buying these unless you like to iron your sheets or dry them on low heat the material of the sheets is fairly thin so i am not sure how long they will last,negative
now i don t know whether you are a die hard hello kitty fan or not but you gotta have this the numerous different settings the awesome design and the fact that it s hello kitty makes it worth it s weight in gold i had been looking for one of these cheap and i ended up getting one for the holidays so that worked well these toasters are cheap as they come online here so grab em and go good luck if ya get one \( the hello kitty waffle maker and juicer rock too,positive
i understand the appeal of having the convenience of a spout on a bottle of oil but be aware that the spout will allow air into the bottle you may think air only gets in when you pour oil out but that s not true any time the temperature rises the air in the bottle expands and some escapes through the spout when the temperature drops air enters the spout this is true of even small changes in temperature such as you experience in a kitchen if you don t use the oil pretty quickly this constant exchange of air will expose the oil to oxygen and that will cause the oil to go rancid if you use cheap olive oil \( and pretty much all grocery store olive oil is cheap oil even the extra virgin \) you may not notice as much since cheap oils tend to be more bitter than good olive oils but it will still happen i would never put olive oil in a bottle with a spout again \( i learned this lesson the hard way \) a better option though less elegant is to use a bottle with a pour spout and cap or find a pour spout that has a cap to seal it,negative
this coffeemaker s design is flawed but my customer service experience on complaining about it was the best i ve received from any company in years they sent their new thermal carafe model which appears to have the design flaw with the filter carrier taken care of give them a chance to make it right customer service is part of the equation with any purchase and mr coffee sunbeam has impressed me on that score,negative
my only complant is that the cord is shorter then i am used to but i guess it needs to be for the automatic rewind this feature is a must however since my husband always griped at me for not coiling up the cord properly it sucks great is easy to clean and light weight the price is fantastic,positive
i ordered this table based on the reviews i read and boy i will never do that again this table is such poor quality and is not worth the money i am so disappointed in it that i shoved it in a corner where no one can see it and put a plant on it it is not a sturdy table so if you are looking for something that holds up this is not one to buy i would say this table is worth 20 and no more,negative
i purchased this product in november 2003 and still have not had it installed the customer service is horrible i had questions and had a very difficult time finding a service company who knew anything about this haier machine i called customer service over five times and had to have corporate refer me to a company in indiana nobody i knew has had a combo and it has been frustrating dealing with the company i also did not know i could not return this product i honestly regret getting this machine it is pricey and not worth it i was looking forward to the space saving option but i rather have no machine than face the hassles and headaches i read a few negative reviews and do not look forward to the troubles ahead,negative
i was searching for a speaker system with docking capabilities for my ipod video and boy did i find a nice one with the arched back speaker portion of the stereo it provides a surround sound like atmosphere also it has quite a loud capacity for volume i mean if you wanted to you could really get it crankin anyway it charges your ipod for you just like the computer and it will accomadate any style ipod the sound clarity is very crisp and clear the only tiny flaw i could find in this fine piece of audio was that in between songs a soft high pitched whine is sometimes incurred however once the song begins to play this whine disapears immediately i would strongly suggest purchasing this item if you would like a quality speaker system for a reasonable price,positive
i usually like oxo products but this one is a real loser not only does it not give accurate readings \( which in itself should deem it useless being that it is a thermometer after all \) but there are other features that further enhance its horrible design first of all the handy \( so they claim \) spin dial that allows you to set the temperature that you want to reach is so flimsy that the slightest movement of the thermometer throws the dial off useless secondly after only one handwashing water seeped under the dial face which is impossible to get out the water then turns to steam which fogs up the display so you can t even read its inaccurate readings 2 weeks later there is still steam under the dial useless again and to pour salt on my already stinging wound i had emailed oxo to inquire about how to return this item and get a refund weeks ago but they have yet to respond to me even though on the package it states that satisfaction is 100 percent guaranteed well i am not a satisfied customer and if my second attempt to reach them proves fruitless once again then i doubt i will ever purchase another oxo product again no matter how good they are it pains me to even give this product one star as a product that s utterly useless deserves no star at all oxo should be ashamed of themselves thanks for allowing me to vent my 2 cents,negative
so far this product is working fine has plenty of power heats food in a flash very good quality for the price i paid for i,positive
while one of the other reviewers states that it only works on some types of champagne bottles i couldn t get it to work at all i tried it on two different shapes of bottles but to no avail the problem is that the ring that is supposed to slide down the neck to secure the stopper doesn t slide when it s on the bottle when off the bottle the mechanism works fine it appears to me that the stopper must be made for a specific bottle and not for most champagne bottles in general at least that was my experience i found a good 3 00 stopper at sur la table that works just fine and is not dependent on the shape of the champagne bottle it doesn t have the fancy pour spout but at least it keeps the bubbles in the champagne,negative
had somewhat higher expectations given that this was a lennox got the shaker home tried it out it leaks no matter how hard you hold the darn thing together it leaks i am a materials engineer so i gave the product a more than cursory examination very very poor quality also made in china \( if that has anything to do with quality hint hint wink wink \) do not buy,negative
you never ever use an electric wok to cook chinese food it is all about the fire and the intensity of the heat only people that use this are people whom have no idea what they re doing do yourself a favor and purchase a real wok,negative
the thermometer of this heater is completely messed up it does not measure the room temperature but the temperature of the air that has just been heated up in other words if your room temperature is 60 degrees and you program it to heat up the room to 70 degrees it will do so \( according to the thermometer reading \) in less 2 minutes and stop if you do not use this functionality but instead let the heater run for some time \( 5 10 minutes \) the thermometer will want to make you believe that the room temperature has gone up to 90 degrees the thermometer is probably in the wrong location did honeywell do any kind of testing before putting this model on the market,negative
well i used it in my restaurant and yes it was okay not the best of the best but for 11 bucks it was good enough to measure basic not exact amounts so if you need something for appoximate amounts i say go for it not bad for the price i recommend it but also will say it will not take to much abuse its made of plastic,positive
my husband travels to uk frequently and it s hard to find a good cup of coffee there we ve looked everywhere for a portable coffee press that would work in a hotel room in conjunction with a hot water pot this fills the need completely,positive
the frother works well as others have said unfortunately it broke very easily when i dropped it into the sink while cleaning i ve only had it 3 or 4 months but did not save any warranty info this device needs to be made stronger to withstand normal kitchen events,negative
i ve been through four of these expensive units they work great on my great pyrenees dog at least they work for awhile then i end up trying to figure out if the batteries are dead then if the new batteries i put in were dead to begin with and then i send it back for repair once i got back a unit that worked again for awhile then i got back a unit that never worked again i stopped sending in my broken units after that so in desperation and impending poverty i switched to a shock collar it was either that or what my breeder calls a blue juice special it also worked and yes i tried it on myself and decided that it wasn t cruel at all but the punchline is this the shock collars broke at about the same rate as the citronella collar at least they were cheaper so i didn t lose as much money,negative
i looove this mug its such a beautiful shade of red very nice looking also these mugs are huge one of mine already has a chip on it but i ll leave that to certain people in my house being very clumsy,positive
sigh was so excited to receive this item and it arrived today via ups in pieces i should have heeded the previous reviewer s warning doh oh well live and learn live and learn refund please,negative
worked great for a couple months and then the gears stripped out guess you get what you pay for,negative
this french press made a delicious cup of coffee the problem is that it is advertised as a 3 cup coffeemaker i returned it and will get a larger size,negative
i received my butter dish in a very timely fashion very well packaged too the product is wonderful it s being used on a daily basis i am extremely happy with the product the shipper,positive
i ve had my juicer now for about 3 years and i haven t had any problems with it in fact after having had several juicers this one is my favorite in the price range i also don t understand the customer service problems one of the rubber feet on the bottom split and i called customer service a week later i had four new ones in the mail pros much quieter than most juicers of its type as well i did a side by side comparison with my buddie s juiceman juicer and my yield was approximately 30 greater cons as with any other similar juicer cleaning it gets old that s probably the only think that keeps me from using it multiple times day,positive
rapid efficient sturdy and easy to clean must to attached to the edge of a counter and the right edge was hard to find i hand pitted cherries for 90 minutes and completed the same number in 15 minutes with the cherry pitter,positive
i just received this wine tower the other day it looks as wonderful in my home as it does in the picture it s perfect for our needs and takes up so little space the only complaint i have and why i gave it 4 stars instead of 5 it was a pain for my husband to put together also it came with 2 bottom shelves instead of one bottom and one top he had to improvise until i can get this corrected with the manufacturer \( fortunately it s not noticeable \) in spite of this i recommend this wine tower for anyone wanting an expensive looking wine tower that is so space efficient at this price i ve already gotten compliments on it from friends,positive
i purchased the f69204 for 150 on sale used once that year with good results it was another year before i tried to use again shortly after starting the motor it froze up and quit on disassembly i found that roller bearings are not used in the motor instead an oil soaked felt type bearing that failed the parts book said you could order the motor alone but when i attempted this i was told you had to order the complete motorizing unit for a cost of 90 plus shipping in the future i will stick with the cheaper middle grade units that i have had excellent results with and are cheap enough to discard and buy an new one if they fail,negative
zero best describes how well amazon supports what they sell great deal on this toaster absolutely and it does a nice job on toast but after using the left side twice it stopped locking down so now we have a 2 slice toaster amazon just takes your money and runs giving the standard answer that you have to take it up with krups krups to their credit at least will look at the problem and repair or replace it if they determine it is a warranty covered problem unfortunately you ll have to box the item up and ship it to one of about krups service centers around the country to see if they fix it or not at your cost shipping cost more than the toaster did save yourself the aggravation go buy your toaster at walmart bed bath beyond or someplace that will at least swap it out for you without all this hassle,negative
i bought this because it was on sale and i wanted to try it now i want to kick myself for not getting it sooner this is a gaget worth having my husband even loves it it makes sweeping up after 5 kids and a dog a breeze it gets plenty of use and it still going strong it is very user friendly and so easy to empty,positive
i bought one of these on a whim when the product launched just before christmas 2006 it seemed like a perfect if unnecessary stocking stuffer for my wife since we re both wine enthusiasts i never really felt these gimmick aerators did much that a solid 1 2 hour decanting couldn t do boy was i wrong the device itself is attractive compact and solidly built it appears to be a simple oblong plexiglass funnel with a rubber grip there are two small channels in the center of the funnel which look like cracks in the plastic \( i ve read product info that assures worried buyers these cracks are proper and unavoidable \) wine is poured through the top of the funnel and immediately a suction sound is heard as the pouring draws air into the wine before it escapes out the bottom of the funnel the aerator is easily held and i ve never had a problem with spills now on to the effect of the vinturi i ve been using the vinturi for 5 months now on a variety of wines from a bottle of two buck chuck to a nice 98 vietti barolo to a bottle of 97 phelps insignia in every circumstance with every wine i ve noticed a significant improvement in the quality of the wine when poured through the vinturi as opposed to tasted directly from bottle the flavours are more blended the finish is less acidic and frankly it has made most of the wines i drink a more pleasurable experience from sniff to swallow i ve conducted several blind tastings with friends and we all agree this thing works if you re a serious wine drinker or shopping for a wine drinker in your life give this product a try at 40 it s about the price of a decent california cabernet and will yield results for decades to come i plan on picking up a few dozen this christmas and giving them out as gifts to business clients,positive
i bought cat sitter1 for my 3 cats they enjoyed it so much i gave cat sitter 2 a go what a disappointment they were bored within 5 minutes of it being on the entire dvd is of birds and only birds as compared to cat sitter 1 that has a variety of animals that catches the cats attention span in short segments trust me if you have to choose between the two don t spend your money on on cs2 however it may appeal to the \( human \) avid bird watcher \( \),negative
i bought 3 of these to monitor my invalid mom and they don t work well the manual is not thorough but it does tell you after you bought the product that there is a one second delay unless you buy an ac adapter i just bought 12 batteries for 3 units and wasn t about to buy an ac adapter to see if that fixed it it cut off my mom s voice and i rarely heard her message the units also have annoying beeps that can t be turned off no real volume control either a very overpriced and poorly designed unit also the switches to adjust for conference and vox mode are small and need a small object smaller than a pen to change them the sound is clear if it doesn t cut you off but the units are far from user friendly,negative
i bought this item about 6 months ago after 2 months the handle fell off on phoning the company they said plastic parts were only guaranteed for 1 month hence they would not replace it after another 2 months the unit stopped working altogether i then got in touch with the company and managed to speak to a very rude customer service representative who said i would have to send it to the company and pay for shipping and handling myself yet it says in the handbook that the company would pay for the shipping i am truely disappointed with the lack of customer care and the appliance i do believe i have a faulty appliance but the compnay is not at all bothered to keep its customers happy i do not reccomend that anyone buy this item save your money and all the hastle,negative
i bought this particular lever corkscrew because i read a very favorable review in consumer reports it is all metal which is necessary because the lever action actually puts a lot of stress on the gears the guide and the frame after about 50 bottles the pin in the guide started wearing and the screw no longer entered the cork along the axis of the device making it harder and harder to use i actually fixed this a couple of times but then the frame actually broke at its thinnest point end of story,negative
i need a tablecloth and this was the cheapest price plus 6 napkins both packets arrived dirty with many hanging threads and i threw them straight into the washer they are 55 cotton and 45 polyster so they came out of the dryer wrinkle free i am very happy with these basic table linens i like the price too made in pakista,positive
worked fine for about 6 months and then the inner surface failed i m not sure precisely what happened but some part of the surface coating wore off and now it s impossible to make a waffle that doesn t stick completely to the waffle iron a complete waste of money,negative
this burner is driving me nuts it was okay for the first 2 weeks took forever to heat up but it would boil water well i am trying to make pasta now and it won t even boil the water i would never by another toastmaster product,negative
i m puzzled by the several reviews that say the filter gets moldy too fast i am replacing my first filter after about a year because it has built up deposits of lime i never noticed any mold,positive
the only good thing which occurred when i bought this item from amazon was it arrived with in two days i was quite disappointed when i opened the package only to find it was a typical pop up hamper i could have bought anywhere in a store thus in the long run i ended up paying more for it i wanted to buy a pop up hamper with a lid that you can zip it to stay closed this hamper lacks a lid so i reccomend if you re looking for the same thing not to buy it if i had known it lacked a lid i would not have purchased the hamper it s partially my own fault for not doing enough research about the product i gave it two stars because it s still functional and sturdy,negative
i owned this dispenser for close to a year and love it the cereal is always fresh and accessible and i do not have to keep the boxes or reach out to grab few nuts for a quick snack great design,positive
believe me i dearly wanted this pan to work out it costs well over 100 however no matter what i did everything i cooked in this pan stuck i tried using it without greasing it greasing it with oil spraying pam on it putting ghee butter in it etc the following things all stuck pancakes eggs hamburgers and chicken in fact every thing i tried stuck also the shape was strange as most of the surface area was off the heating surface also they have this 1 label on the bottom that was hard to get off i finally did but once i cooked something when i turned the pan over there was a microscopic film of glue from the label that i wasn t able to get off and it had turned brown ugggh this was the worst cooking experience of my life needless to say i returned this pan,negative
sometimes it sprays when she barks most of the time it doesn t so i would say its effectiveness has been rather low it s not the battery or the fill level maybe it just depends on the dog i can bark into it myself and it sprays just fine \( my children found this amusing,negative
we recently moved and our two cats were having a few anxiety issues while adjusting to the new apartment one cat usually friendly and playful would hide anytime a new person came into the apartment the other cat usually very docile was being overly aggressive during play time with the other cat and with us after buying the comfort zone plug in we noticed a gradual change in their behavior over about a week both cats seemed more relaxed and their behavior was more normal more friendly and playful less anxious and aggressive the only reason not to give 5 stars is because the description says one plug in vial will last 4 weeks but the vial was nearly empty after only 2 weeks and completely empty after 3 but maybe there was more in the diffuser even though the vial had no liquid left it is hard to judge when the plug in actually ran out because the cats behavior did not change even after i unplugged the diffuser,positive
my husband and i took over a house with 2 kitchens and i wanted to decorate the smaller one in cream an black i fell in love with these but never received them they were sent to the wrong address and after the 2nd time amazon wouldn t send them again and i gave up i went ahead and gave them 5 stars cause i was at a freinds house and she had these dishes they were really heavy and the print was consistent i m so jealous,positive
the filter model i have 18150 requires two of these with no foam spacers two of these were less expesnive than the single larger filter i purchased once previously however i d say that two small ones are about a quarter inch too tall maybe slightly less the cover still goes on but not as far down as it should as for filtering i estimate that it filters the same as the previous the permanence of this filter makes me wonder why i ve been replacing the previous style since i can see no difference in the filter material,positive
i should have read the other review more closely this is a good blanket for hot summer nights i believe it is too light for cold winter nights i expected more for over 50 if i didn t return it it would have made a nice decorative throw the color and texture are nice,negative
had this grinder for 8 months two large cracks have formed in the side of the unit now they are widening and trapping lots of coffee grounds i m tossing it and getting a different brand all form no function,negative
i had high hopes for these 600 thread count sheets and they ve exceeded every one of them they perfectly fit my oversize king after 5 washes now they are as soft as ever sleeping on these sheets is simply wonderful,positive
i ve owned this sofa for less than a year and it completely fell apart the seat of the sofa is supported by a wooden frame with a nylon webbing stretched taught and stapled over it we had 4 people of reasonable weight on the sofa \( something we ve done numerous times before \) and it collapsed out from underneath us the four parts of the seat frame are held in with small little dowels that rest on a less than one inch lip around the outside of the couch frame the sofa is designed to look nice but does not hold up well to average use for 400 a sofa should last at least a year of moderate use of people only sitting on it you re better off going to ikea or some other retailer that spends as much time in the basic structural design as they do in the appearance of the couch,negative
when this fountain is freshly cleaned the cats love it the water does stay cool but cat hair lots of that around here clogs the pump and if the whole thing is not taken apart and completely cleaned with a toothbrush weekly it grows slime eeeeuuuw the first pump lasted about three months then the replacement lasted about a month not really worth it because the picky fussy cat would really rather drink from the toilet anyway,negative
i bought this blender because i liked its retro design and i thought it would function well well every single time i ve tried to use it has been a disaster even for very simple tasks like blending soft avocado the blender has not worked the blades spit big chunks onto the sides of the glass jar and then spin around without blending anything it s horrible and i even threw away my old ugly blender when i bought this one and the other worked just fine,negative
i ve bought a number of oxo kitchen accessories and found them to be sturdy remarkably well designed and easy to use unfortunately this timer is an exception it has the usual features typical of timers at this price point clock plus timer ten number keys for input memory etc but instead of being flat with a magnet on the back so it can fall off the refrigerator like other timers it s round like a traditional wind up kitchen timer it s solid feeling and has nice non skid feet on the bottom the problem is the display it s horrible for three reasons first the numbers are small smaller than any other timer i ve seen they re about 1 4 high half or less the size of those on comparable timers second the numbers are recessed 1 8 or more beneath a clear plastic cover not on the surface it s dark in there and feels like looking down a well it desperately needs a backlight but there is none unless the light source is shining directly into the display there s a large dark shadow covering part of the numbers but that causes the third problem the clear plastic cover over the numbers is both curved and highly reflective and it s virtually impossible to arrange things so that there isn t a reflection shining back into your eyes the bottom line is that i have to fiddle around to get the timer the light source and myself into a position where i can read the small dark shadowed and reflective display not what i need when i m trying to cook it s just not worth it since i have several other timers with displays i don t have to strain to read i use this one as a paperweight i d have to say it works very well i just don t understand how oxo managed to let such a flawed design out the door,negative
i really like this kitchen gadget as it different actually useful and my hands smell less like garlic thus far i have only used it to chop herbs onions and garlic so i can t debunk the mush mess i would simply say don t pull the cord a lot if you re worried about it i bought about 5 and gave them all out as x mas gifts,positive
i bought this heater to head my bedroom finished basement the room is 16 x21 with 9 food ceilings the heater does a fantastic job at heating the room though takes a while \( 1 hour \) to do so which is fine with me i really like the fact that it is dead quiet and has a convienent lcd timer my only complaint is that it is rather large long,positive
this product does not pick up dirt on laminate flooring at all which was not my impression when it was advertised,negative
i gave it as a gift she loved it since the granite roaster she had for over 20 years had gotten a small hole in the bottom from so much use,positive
after reading all of the positive reveiws and only a few negative ones i purchased this humidifier back in dec well here it is early feb and this thing just plain sucks i have a digital humidistat sitting right next to it in a med size room \( 13x13 \) and it never reaches higher that 29 in the dry months of winter 29 is unacceptable and my eyes nose and throat would agree so don t do what i did and save your money or if you must try it just be prepared to send it back or donate it to goodwill enjoy,negative
we were very skeptical one of our cats would mark certain spots \( like corners \) occassionaly but we had no idea that he was daily marking the area rug in our living room it got so bad that we had to discard the rug we tried boundary spray which would keep him away from the usual corner spots for a day but the one time we forgot to spray he would mark again we were at our wits end and decided to try feliway we bought two diffusers and placed them near his usual marking spots at first we also used the boundary but eventually we stopped using the spray and noticed that we didn t see any urine markings anymore it took a few months but we can honestly say that the product seems to work our cat even appears more calm and pleasant we make sure that we replace the container of feliway every 5 weeks or so it s well worth the money,positive
the plates are modern and good looking always rate compliments from guestts i would like them more if they were a little bigger,positive
this is a nice quality lightweight comforter there is a discrepancy right up front in the product details that lists it as shipping weight 9 00 lbs which is not the case at all after arrival of two of them we were shocked when advised seller they replied after many days said we needed to read the product description \( scroll further down on item \) which was different info from what was listed above they did not update information on this item for customers on amazon site for 2 months thus the 2 stars i should have written this review earlier on the plus side it is very nice quality individual pocket stitching to keep fill in place and border piping ideal for springtime,negative
